fit_days,strategy,seed,epoch,parameter_group,parameters,anchor_loss,paired_loss,total_loss,anchor_norm,paired_norm,total_norm,norm_ratio,dot,cosine,anchor_directional,paired_directional,anchor_zero,paired_zero,total_zero,conflict,magnitude_imbalance,anchor_increases,paired_increases
342,IN,1,0,gates,7552,0.01335883304087881,0.02265757645081825,0.01800820474584853,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
342,IN,1,0,output,17,0.01335883304087881,0.02265757645081825,0.01800820474584853,0.1194352969163554,0.2110379342561446,0.1645870585915153,1.766964538162798,0.024776899789314397,0.9830005111040886,-0.11860498107481529,-0.21056913610821534,False,False,False,False,False,False,False
342,IN,1,25,all,7569,0.0034568665982882656,0.002756480409264658,0.003106673503776462,0.05435484425677463,0.061795063983381186,0.056113372199703346,1.1368823667575725,0.0029108815658006795,0.866627555482904,-0.05226321668126296,-0.05996352771814373,False,False,False,False,False,False,False
342,IN,1,25,gates,7552,0.0034568665982882656,0.002756480409264658,0.003106673503776462,0.010630036521272113,0.011850062225115407,0.009656784746024076,1.1147715439548924,5.9796157670743494e-05,0.47469853444207355,-0.008946758090754053,-0.010366811401294097,False,False,False,False,False,False,False
342,IN,1,25,output,17,0.0034568665982882656,0.002756480409264658,0.003106673503776462,0.0533052663227063,0.06064821479624167,0.05527618879763145,1.1377527771661748,0.0028510854081299363,0.8819055751916404,-0.05149176299676892,-0.059060614598493995,False,False,False,False,False,False,False
342,IN,1,50,all,7569,0.0019653273372131214,0.0005284690337945097,0.0012468981855038156,0.010559950009737421,0.012210375870305382,0.007847926475072684,1.1562910675757072,-7.123011634851167e-06,-0.055242428020276006,-0.0066507715703551734,-0.00904508137979019,False,False,False,True,False,False,False
342,IN,1,50,gates,7552,0.0019653273372131214,0.0005284690337945097,0.0012468981855038156,0.00428709863010719,0.003961559660117262,0.0031660613360233844,0.9240654349065469,3.0113039644566827e-06,0.1773066074212242,-0.0033780960566592196,-0.0029540266153875493,False,False,False,False,False,False,False
342,IN,1,50,output,17,0.0019653273372131214,0.0005284690337945097,0.0012468981855038156,0.009650561099950947,0.01154986250798976,0.0071809474009133754,1.1968073553825247,-1.0134315599307847e-05,-0.09092117629659259,-0.005779113068981786,-0.008582781732844966,False,False,False,True,False,False,False
342,IN,1,75,all,7569,0.0010904010993913753,0.0003049873816262384,0.0006976942405088069,0.005575319733920339,0.006150625553860437,0.003035144105533868,1.1031879510765863,-1.603299293690732e-05,-0.4675472797901041,-0.0024794864222578324,-0.003590801788809904,False,False,False,True,False,False,False
342,IN,1,75,gates,7552,0.0010904010993913753,0.0003049873816262384,0.0006976942405088069,0.0022347527986674447,0.0018313257985877612,0.0012007706039338008,0.8194757825920425,-1.2902370393194489e-06,-0.31526401477190763,-0.0015422941816273536,-0.000859247026240249,False,False,False,True,False,False,False
342,IN,1,75,output,17,0.0010904010993913753,0.0003049873816262384,0.0006976942405088069,0.00510784397415285,0.0058716642038887,0.0027875167619380225,1.1495386769057547,-1.474275589758787e-05,-0.4915637418265285,-0.00203538043638749,-0.0035396530874885553,False,False,False,True,False,False,False
342,IN,1,100,all,7569,0.0007140402258303944,0.00017337862160693971,0.00044370942371866706,0.0048457430753638025,0.00393943177190171,0.0017057330910609922,0.8129675285365704,-1.368112356307147e-05,-0.7166841474285167,-0.002872695159847358,-0.0005387710222746263,False,False,False,True,False,False,False
342,IN,1,100,gates,7552,0.0007140402258303944,0.00017337862160693971,0.00044370942371866706,0.0014651870436444543,0.0015282685988331501,0.0006950428457830971,1.0430535851803528,-1.2750198765729756e-06,-0.5694088275116181,-0.0006271219116775494,-0.0007629637798886447,False,False,False,True,False,False,False
342,IN,1,100,output,17,0.0007140402258303944,0.00017337862160693971,0.00044370942371866706,0.004618923346362512,0.0036309114248751933,0.0015577037011146313,0.7860947568516381,-1.2406103686498494e-05,-0.7397398196097403,-0.0028658689026306457,-0.0002495384995986165,False,False,False,True,False,False,False
342,IN,2,0,all,7569,0.01335883304087881,0.02265757645081825,0.01800820474584853,0.11858788128663655,0.2089080777008465,0.16281807194787506,1.7616309140045994,0.024166613847288698,0.9754842457151336,-0.11740004957060617,-0.208236094325144,False,False,False,False,False,False,False
342,IN,2,0,gates,7552,0.01335883304087881,0.02265757645081825,0.01800820474584853,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
342,IN,2,0,output,17,0.01335883304087881,0.02265757645081825,0.01800820474584853,0.11858788128663655,0.2089080777008465,0.16281807194787506,1.7616309140045994,0.024166613847288698,0.9754842457151336,-0.11740004957060615,-0.208236094325144,False,False,False,False,False,False,False
342,IN,2,25,all,7569,0.0038609232269627,0.002941359138494521,0.0034011411827286108,0.026957532294091077,0.05075002200378329,0.03651155730945627,1.8825915313809114,0.0010150509939376943,0.741944622993722,-0.02385216722697216,-0.049170947391940396,False,False,False,False,False,False,False
342,IN,2,25,gates,7552,0.0038609232269627,0.002941359138494521,0.0034011411827286108,0.0073506836241299415,0.013028472609323563,0.009529410298868586,1.7724164547845942,6.973249715139216e-05,0.728138479445058,-0.006493846051950282,-0.012564974545786891,False,False,False,False,False,False,False
342,IN,2,25,output,17,0.0038609232269627,0.002941359138494521,0.0034011411827286108,0.025935998103888563,0.049049196067342364,0.03524605164436901,1.8911628490591406,0.0009453184967863019,0.7430932158749963,-0.022952847467238333,-0.04753925582149968,False,False,False,False,False,False,False
342,IN,2,50,all,7569,0.0022462091574175615,0.0005094347957168827,0.001377821976567222,0.00942862113320202,0.013819340673486603,0.010367609847664529,1.4656799205583804,7.503813134510855e-05,0.5758992357923929,-0.007906211278557215,-0.012829008416771839,False,False,False,False,False,False,False
342,IN,2,50,gates,7552,0.0022462091574175615,0.0005094347957168827,0.001377821976567222,0.004268236286055507,0.002480966337987422,0.0025240928607058806,0.5812626508267208,5.55572057018977e-07,0.05246516814094972,-0.003718843577999299,-0.0013293421434124623,False,False,False,False,False,False,False
342,IN,2,50,output,17,0.0022462091574175615,0.0005094347957168827,0.001377821976567222,0.008407202595385866,0.013594814551131415,0.010055659559865981,1.6170437665666189,7.448255928808956e-05,0.6516730936859144,-0.0072180056367126605,-0.012893313483019302,False,False,False,False,False,False,False
342,IN,2,75,all,7569,0.0012887972280189732,0.0003605781241633408,0.000824687676091157,0.00592781721629771,0.004720249222458294,0.0031597533012770835,0.7962879168204824,-8.741802986113975e-06,-0.3124217649145033,-0.004177100464307221,-0.0021424061382469472,False,False,False,True,False,False,False
342,IN,2,75,gates,7552,0.0012887972280189732,0.0003605781241633408,0.000824687676091157,0.0026309726188512702,0.0018188296056852432,0.0011966016692769176,0.6913145323722056,-2.251367917998512e-06,-0.47047671067882146,-0.0019516306566616176,-0.0004415726818922172,False,False,False,True,False,False,False
342,IN,2,75,output,17,0.0012887972280189732,0.0003605781241633408,0.000824687676091157,0.005311967623083788,0.0043557561441844965,0.0029244119699548357,0.8199892117670371,-6.4904350681154644e-06,-0.2805141880945496,-0.0037146895143009727,-0.0021341344256086987,False,False,False,True,False,False,False
342,IN,2,100,all,7569,0.0007841019590172724,0.0002786204502572562,0.0005313612046372643,0.005996653686297391,0.0040010692346801515,0.0019173464111621053,0.6672169920071865,-1.8631770706251638e-05,-0.7765494131303632,-0.004518767351130325,0.000684074528806115,False,False,False,True,False,False,True
342,IN,2,100,gates,7552,0.0007841019590172724,0.0002786204502572562,0.0005313612046372643,0.001922949349204139,0.001289879700541752,0.0008189550693729368,0.6707819428918401,-1.3393871094338877e-06,-0.5399941584807155,-0.0014398513290701587,-0.00019805880967571453,False,False,False,True,False,False,False
342,IN,2,100,output,17,0.0007841019590172724,0.0002786204502572562,0.0005313612046372643,0.005679975460667014,0.0037874483994946163,0.0017336464041852863,0.6668071764961193,-1.729238359681775e-05,-0.8038253102483887,-0.004317413747354271,0.0008501209389836991,False,False,False,True,False,False,True
342,OOF,0,0,all,7569,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.12212920330430059,0.3289636353902764,0.12612417034580145,2.693570632493371,-0.029751695163631468,-0.7405327998165001,0.058815660880904896,-0.3110640015725078,False,False,False,True,False,True,False
342,OOF,0,0,gates,7552,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
342,OOF,0,0,output,17,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.12212920330430059,0.3289636353902764,0.12612417034580145,2.693570632493371,-0.029751695163631468,-0.7405327998165001,0.05881566088090489,-0.3110640015725078,False,False,False,True,False,True,False
342,OOF,0,25,all,7569,0.010484225403357755,0.0067558487115471615,0.008620037057452458,0.09025261294501478,0.11953040436100959,0.07156695064346656,1.3243982690432676,-0.0009728690062457965,-0.09018123840352991,-0.05011157435566702,-0.09302232693126608,False,False,False,True,False,False,False
342,OOF,0,25,gates,7552,0.010484225403357755,0.0067558487115471615,0.008620037057452458,0.01124446354641898,0.01644381388416419,0.010560283636346613,1.4623920310899179,2.4620693208291863e-05,0.1331554611621706,-0.007152206269115736,-0.013968361003577488,False,False,False,False,False,False,False
342,OOF,0,25,output,17,0.010484225403357755,0.0067558487115471615,0.008620037057452458,0.0895494063796958,0.11839391264608762,0.07078353504823201,1.322107174491912,-0.000997489699454088,-0.09408412173091353,-0.04959915097993681,-0.0919679191165272,False,False,False,True,False,False,False
342,OOF,0,50,all,7569,0.004392504215815213,0.0007436037574888755,0.002568053986652044,0.01655255989279453,0.03130463150734651,0.01892250310889489,1.8912259922390422,8.913865140462265e-05,0.17202528867454062,-0.009595080743796476,-0.028249925473993315,False,False,False,False,False,False,False
342,OOF,0,50,gates,7552,0.004392504215815213,0.0007436037574888755,0.002568053986652044,0.0066316682900903765,0.014543645651332218,0.0073093191993850865,2.1930598780196253,-2.089603225365348e-05,-0.2166545181054133,-0.001579011083417909,-0.013039627315352267,False,False,False,True,False,False,False
342,OOF,0,50,output,17,0.004392504215815213,0.0007436037574888755,0.002568053986652044,0.01516602171615087,0.02772115302398581,0.017453795482577347,1.8278460589611651,0.00011003468365827613,0.2617258599883248,-0.009741230745268902,-0.025166360219885792,False,False,False,False,False,False,False
342,OOF,0,75,all,7569,0.0016187416653356238,0.0002581710831662656,0.0009384563742509447,0.006279834405535325,0.005679173099530152,0.0037363100230554482,0.9043507730911308,-7.924638450916854e-06,-0.2222010768971896,-0.004216952222323751,-0.0032556678237871456,False,False,False,True,False,False,False
342,OOF,0,75,gates,7552,0.0016187416653356238,0.0002581710831662656,0.0009384563742509447,0.0032127822106928555,0.00468117498402347,0.002838805609651581,1.4570470940867004,-4.980341723157239e-11,-3.311486437486973e-06,-0.0018180039687877912,-0.003859607250515371,False,False,False,True,False,False,False
342,OOF,0,75,output,17,0.0016187416653356238,0.0002581710831662656,0.0009384563742509447,0.005395771550723839,0.00321552606324063,0.00242923759624194,0.5959344336602371,-7.924588647499621e-06,-0.4567422004817058,-0.004361401703333163,-0.0004970734891507164,False,False,False,True,False,False,False
342,OOF,0,100,all,7569,0.0007792184832836818,0.00013728235313039512,0.00045825041820703844,0.004288477935974551,0.002265331434510739,0.0027392882027154923,0.5282367003704649,3.2460149573110295e-06,0.33413008812319606,-0.003949394215475846,-0.00152918218995514,False,False,False,False,False,False,False
342,OOF,0,100,gates,7552,0.0007792184832836818,0.00013728235313039512,0.00045825041820703844,0.0015136147405626938,0.0013730381538449154,0.0009527650437480078,0.9071252525820948,-2.726092202049759e-07,-0.1311724367655486,-0.001059243501789061,-0.0008462865857069546,False,False,False,True,False,False,False
342,OOF,0,100,output,17,0.0007792184832836818,0.00013728235313039512,0.00045825041820703844,0.004012482202389423,0.0018018026352152525,0.0025682559508250205,0.4490493775006113,3.5186241775160053e-06,0.4866901376123775,-0.0038194475117843373,-0.0013170643898657033,False,False,False,False,False,False,False
342,OOF,1,0,all,7569,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.11943529691635542,0.34992862706698463,0.1310367731232555,2.92985939752845,-0.03401614527413032,-0.8139035284115211,0.07536569565115078,-0.3374392418976618,False,False,False,True,False,True,False
342,OOF,1,0,gates,7552,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
342,OOF,1,0,output,17,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.1194352969163554,0.34992862706698463,0.1310367731232555,2.9298593975284506,-0.03401614527413032,-0.8139035284115212,0.07536569565115078,-0.3374392418976618,False,False,False,True,False,True,False
342,OOF,1,25,all,7569,0.00914166152646687,0.0075222518363119596,0.008331956681389415,0.06878534847215965,0.10522411741443488,0.06483541710134207,1.5297460833105112,0.0005054930963683921,0.06983996212977152,-0.04038623868663619,-0.08928459551604796,False,False,False,False,False,False,False
342,OOF,1,25,gates,7552,0.00914166152646687,0.0075222518363119596,0.008331956681389415,0.012913367310994643,0.0252571604977106,0.014862951528795356,1.9558926722549166,3.947505043675153e-05,0.12103156952228983,-0.006937723821068384,-0.02278817923652233,False,False,False,False,False,False,False
342,OOF,1,25,output,17,0.00914166152646687,0.0075222518363119596,0.008331956681389415,0.06756233498871818,0.10214788656276579,0.06310882650277756,1.5119058063908366,0.00046601804593164066,0.06752563833748332,-0.03985723894610844,-0.0863604140594467,False,False,False,False,False,False,False
342,OOF,1,50,all,7569,0.003378283249886568,0.0006198978122841424,0.001999090531085355,0.016298744558229095,0.04351554125432632,0.022633006021778902,2.6698707436552653,-5.5119779251929245e-05,-0.07771572924205528,-0.004650935335763371,-0.04061507670779442,False,False,False,True,False,False,False
342,OOF,1,50,gates,7552,0.003378283249886568,0.0006198978122841424,0.001999090531085355,0.005592223494939733,0.014534638814845601,0.007880173288219092,2.59908046021366,2.9299175570372175e-06,0.03604679331318201,-0.002170185852735415,-0.013590160723702768,False,False,False,False,False,False,False
342,OOF,1,50,output,17,0.003378283249886568,0.0006198978122841424,0.001999090531085355,0.015309347162993156,0.041016418726882525,0.02121687607847862,2.679174904729467,-5.8049696808966456e-05,-0.09244545115671521,-0.004155334015617343,-0.03827841814133989,False,False,False,True,False,False,False
342,OOF,1,75,all,7569,0.0013374582438170273,0.0002256787401767461,0.0007815684919968867,0.006346520864286677,0.005526704379996859,0.0039329228382700065,0.8708242670558112,-4.475630088779682e-06,-0.1276004593074903,-0.004551665321737552,-0.0033141803548024608,False,False,False,True,False,False,False
342,OOF,1,75,gates,7552,0.0013374582438170273,0.0002256787401767461,0.0007815684919968867,0.003280379460001773,0.0021442814647619564,0.0020482366676429884,0.6536687267151702,7.111306924929065e-07,0.10109822898579074,-0.002800462533291106,-0.0012960108019948722,False,False,False,False,False,False,False
342,OOF,1,75,output,17,0.0013374582438170273,0.0002256787401767461,0.0007815684919968867,0.0054329952769374456,0.005093772502159356,0.0033574705665289977,0.9375624756719265,-5.186760781272589e-06,-0.18742060965090104,-0.003623364139139038,-0.003091576993918957,False,False,False,True,False,False,False
342,OOF,1,100,all,7569,0.0006034802407303235,0.0001218926354639152,0.0003626864380971193,0.003479788126611485,0.00180644398999554,0.0017943470213609566,0.5191247065247624,-1.2467201814147612e-06,-0.1983314957870142,-0.003026784979544497,-0.0005619090631774163,False,False,False,True,False,False,False
342,OOF,1,100,gates,7552,0.0006034802407303235,0.0001218926354639152,0.0003626864380971193,0.0014842965082505347,0.0013096100040809445,0.001000839794573135,0.8823102370728579,4.425334520557986e-08,0.022765828283269087,-0.0011227518538912795,-0.0008789277352549906,False,False,False,False,False,False,False
342,OOF,1,100,output,17,0.0006034802407303235,0.0001218926354639152,0.0003626864380971193,0.00314734638730813,0.0012442513918827316,0.0014892954504280682,0.39533347740186864,-1.2909735266203412e-06,-0.3296587887470499,-0.002892245374349676,-8.634552650645984e-05,False,False,False,True,False,False,False
342,OOF,2,0,all,7569,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.11858788128663655,0.33788493759470883,0.1381686543052559,2.8492366498901642,-0.025933504255666234,-0.6472201990339682,0.04295626503456971,-0.3192935736450815,False,False,False,True,False,True,False
342,OOF,2,0,gates,7552,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
342,OOF,2,0,output,17,0.01335883304087881,0.0334503873020123,0.023404610171445555,0.11858788128663655,0.3378849375947089,0.1381686543052559,2.8492366498901647,-0.025933504255666238,-0.6472201990339681,0.04295626503456971,-0.3192935736450815,False,False,False,True,False,True,False
342,OOF,2,25,all,7569,0.00878589912128028,0.0067230122047920015,0.007754455663036141,0.08092318614996537,0.11655762899654878,0.07516004895548273,1.4403489845363517,0.0012309444510015932,0.13050428653771975,-0.05175293667165744,-0.09856716123930803,False,False,False,False,False,False,False
342,OOF,2,25,gates,7552,0.00878589912128028,0.0067230122047920015,0.007754455663036141,0.010279514517391643,0.02177142769558998,0.012175982622763407,2.117943182895989,6.6773643508888665e-06,0.029836340889687066,-0.0046134175181114425,-0.019738547727415373,False,False,False,False,False,False,False
342,OOF,2,25,output,17,0.00878589912128028,0.0067230122047920015,0.007754455663036141,0.0802676375505638,0.11450626975582082,0.07416723269854905,1.4265558729530157,0.0012242670866507044,0.13320067513673264,-0.05168832950638982,-0.0966461358907083,False,False,False,False,False,False,False
342,OOF,2,50,all,7569,0.0035853241554888076,0.000632239908892082,0.0021087820321904448,0.0210134859332519,0.028126805662599407,0.02025850473450484,1.338512122735968,0.00020447213423160514,0.34595181541255726,-0.01594487682494725,-0.024572132644062425,False,False,False,False,False,False,False
342,OOF,2,50,gates,7552,0.0035853241554888076,0.000632239908892082,0.0021087820321904448,0.005456758701607756,0.016266853754358355,0.008289052537746002,2.9810469261845056,-9.776589349600362e-06,-0.11014101181770425,-0.0012063879488577833,-0.015371717126634222,False,False,False,True,False,False,False
342,OOF,2,50,output,17,0.0035853241554888076,0.000632239908892082,0.0021087820321904448,0.02029261874523354,0.022945733061202282,0.018485091887909064,1.1307428257179435,0.00021424872358120545,0.46012752142320146,-0.016933621507450976,-0.02003656226836715,False,False,False,False,False,False,False
342,OOF,2,75,all,7569,0.0013898374663457117,0.000201014256218801,0.0007954258612822563,0.006467885281449177,0.007263316433618219,0.004245067827429669,1.1229816419982668,-1.1253451095470799e-05,-0.2395457414379237,-0.003601837492550965,-0.004888298162308373,False,False,False,True,False,False,False
342,OOF,2,75,gates,7552,0.0013898374663457117,0.000201014256218801,0.0007954258612822563,0.0028122362144971476,0.0039319910509838085,0.002431453163170117,1.39817239772189,1.393158938069387e-07,0.012599007901607702,-0.001654975004627121,-0.0032079313217131143,False,False,False,False,False,False,False
342,OOF,2,75,output,17,0.0013898374663457117,0.000201014256218801,0.0007954258612822563,0.005824505771982518,0.006106980595175634,0.0034797465963469928,1.0484976467105414,-1.1392766989277739e-05,-0.32029015898956775,-0.0032376065145424547,-0.0037218866781515295,False,False,False,True,False,False,False
342,OOF,2,100,all,7569,0.0007515198064746116,9.451645813098513e-05,0.0004230181323027983,0.0027601324080152763,0.003943826093047007,0.0027793391058444994,1.4288539497577535,3.863404149565691e-06,0.35491345947571395,-0.0020655513095177323,-0.003493126902171267,False,False,False,False,False,False,False
342,OOF,2,100,gates,7552,0.0007515198064746116,9.451645813098513e-05,0.0004230181323027983,0.001234563115920315,0.001730427269174714,0.0010097022454666653,1.4016515209793492,-2.2026506154631505e-07,-0.1031048195942472,-0.0006456760057228221,-0.0013737284852105088,False,False,False,True,False,False,False
342,OOF,2,100,output,17,0.0007515198064746116,9.451645813098513e-05,0.0004230181323027983,0.0024686402780853536,0.0035439223634688953,0.0025894453538887583,1.435576659316892,4.083669211112006e-06,0.4667760299218912,-0.001965257544132475,-0.003213633163645041,False,False,False,False,False,False,False
432,IN,0,0,all,7569,0.005981883076662483,0.007194894243047841,0.006588388659855162,0.02784539407832765,0.028200181585965756,0.022195258309580093,1.01274133548407,0.00019995087642856523,0.2546349652761481,-0.02197128851131585,-0.022419228107844337,False,False,False,False,False,False,False
432,IN,0,0,gates,7552,0.005981883076662483,0.007194894243047841,0.006588388659855162,0.0,0.0,0.0,,0.0,,,,True,True,True,False,False,False,False
432,IN,0,0,output,17,0.005981883076662483,0.007194894243047841,0.006588388659855162,0.02784539407832765,0.028200181585965756,0.022195258309580093,1.01274133548407,0.0001999508764285652,0.25463496527614804,-0.02197128851131585,-0.02241922810784434,False,False,False,False,False,False,False
432,IN,0,25,all,7569,0.002834688402832173,0.002771625704086296,0.0028031570534592346,0.017755253766164648,0.011814931399044451,0.008980619975311422,0.665432978578972,-6.611774985059013e-05,-0.31518096210401103,-0.01387049486200281,-0.004090745088620033,False,False,False,True,False,False,False
432,IN,0,25,gates,7552,0.002834688402832173,0.002771625704086296,0.0028031570534592346,0.003861077463479113,0.003597903587785136,0.0032665126863661168,0.9318392655461416,7.4137955573898375e-06,0.5336820175623542,-0.003416750045016399,-0.0031162753277158327,False,False,False,False,False,False,False
432,IN,0,25,output,17,0.002834688402832173,0.002771625704086296,0.0028031570534592346,0.0173303524811793,0.011253785751342936,0.008365490422609529,0.6493685436325952,-7.353154540797995e-05,-0.3770228351077774,-0.01355626270881479,-0.0031747181364042676,False,False,False,True,False,False,False
432,IN,0,50,all,7569,0.0011554531461113971,0.0007418262063176073,0.0009486396762145022,0.0057523253599770455,0.006780453088213626,0.004508136406047932,1.1787325409981126,1.1146921468191476e-06,0.028579378717112146,-0.0037935785558715117,-0.0052226942562243524,False,False,False,False,False,False,False
432,IN,0,50,gates,7552,0.0011554531461113971,0.0007418262063176073,0.0009486396762145022,0.0019331468207235557,0.0016678646770251833,0.0012902043643111686,0.8627718594084436,6.983999770421792e-08,0.021661003165665278,-0.0014753076076479887,-0.001105101120974348,False,False,False,False,False,False,False
432,IN,0,50,output,17,0.0011554531461113971,0.0007418262063176073,0.0009486396762145022,0.005417766183267921,0.006572120776476752,0.00431956786656341,1.2130683669542455,1.0448521491149304e-06,0.029344657594337336,-0.003518528184378298,-0.005120607548748525,False,False,False,False,False,False,False
432,IN,0,75,all,7569,0.0004318011130283389,0.00030155670254652565,0.0003666789077874323,0.0021273833977362073,0.002957992093834333,0.0013419822948435337,1.3904367670547744,-3.0359057147280017e-06,-0.4824424398486425,-0.00055509465808912,-0.0021288699315979475,False,False,False,True,False,False,False
432,IN,0,75,gates,7552,0.0004318011130283389,0.00030155670254652565,0.0003666789077874323,0.0013075197520566718,0.0010291730359356774,0.0006165763432891601,0.787118538222335,-6.240697457500351e-07,-0.46376340007755207,-0.000880295009761032,-0.00035285767681728834,False,False,False,True,False,False,False
432,IN,0,75,output,17,0.0004318011130283389,0.00030155670254652565,0.0003666789077874323,0.0016781395111686362,0.002773178697684187,0.0011919522190799784,1.652531675243722,-2.411835968977966e-06,-0.5182530294380276,-0.00016960254089690727,-0.0022143018972630496,False,False,False,True,False,False,False
432,IN,0,100,all,7569,0.00017876403680284252,0.00012686454163989873,0.00015281428922137063,0.001541404253135265,0.0013811615677725457,0.0005433107200004473,0.8960411034050407,-1.5513940970028915e-06,-0.7287206836391896,-0.0007588042571476539,-0.00032781718285324036,False,False,False,True,False,False,False
432,IN,0,100,gates,7552,0.00017876403680284252,0.00012686454163989873,0.00015281428922137063,0.0006560001140114898,0.0005607088605939883,0.0002903544015148352,0.8547389682072029,-2.0375393100777187e-07,-0.5539424689566076,-0.0003901821659895501,-0.0001905266370401203,False,False,False,True,False,False,False
