scope,interval_variant,metric,estimate,ci_lower,ci_upper,confidence_level,target_coverage,method,resampling_unit,block_length_days,block_length_basis,primary_block_length,resamples,bootstrap_seed_base,effective_seed,n_dates,n_stations,test_start_date,test_end_date,model_refit_each_resample,qhat_reestimated_each_resample,stationarity_note
overall,calibrated,mean_pinball,0.06656289493565641,0.04254051391134744,0.08958050987835083,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated,interval_score_80,1.1252368359841427,0.7270735272361981,1.518746512532258,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated_minus_raw,coverage,0.019599303135888535,0.007839721254355392,0.031805313588850206,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated_minus_raw,absolute_coverage_gap,-0.019599303135888535,-0.031805313588850206,0.016125871080139423,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated_minus_raw,mean_width,0.024066001206776377,0.024066001206776266,0.02406600120677649,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated_minus_raw,mean_pinball,-0.0008795358646954826,-0.001387684011353152,-0.0003768998934600219,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
overall,calibrated_minus_raw,interval_score_80,-0.02638607594086473,-0.04163052034059461,-0.01130699680380145,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,8,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,model_rmse,0.1199228430803738,0.09833367817166157,0.13942254989435163,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,baseline_rmse,0.12459354735642256,0.10292988718410671,0.1444316819284149,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,rmse_difference_vs_baseline,-0.004670704276048751,-0.008746794318257556,-0.0016629700871364187,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,rmse_skill_vs_baseline,0.03748752945196554,0.013079742047155436,0.07242809426711741,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,model_mae,0.09016159226359931,0.06614010587454887,0.11364074637165529,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,baseline_mae,0.09359062717770046,0.06928831445992954,0.1180033536585363,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,mae_difference_vs_baseline,-0.0034290349141011534,-0.007335926857736944,-0.0003744599349220016,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,not_applicable,mae_skill_vs_baseline,0.036638657283388554,0.004512758301444175,0.07570652958136419,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,raw,coverage,0.44947735191637633,0.313588850174216,0.5993031358885017,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,raw,mean_width,0.09309394858190229,0.08810309674730701,0.0977181973815451,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,raw,mean_pinball,0.036760144202312224,0.02650152957711431,0.04688691386118362,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,raw,interval_score_80,0.6519963647513703,0.46526369780617705,0.8369498797485123,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated,coverage,0.49477351916376305,0.3519163763066202,0.6412020905923344,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated,mean_width,0.15743807466061083,0.15244722282601555,0.16206232346025362,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated,mean_pinball,0.03327617173845778,0.024601883087063573,0.041981883217992566,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated,interval_score_80,0.5474771908357369,0.4116350695385513,0.6960092095273673,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated_minus_raw,coverage,0.04529616724738672,0.013937282229965153,0.08013937282229966,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated_minus_raw,absolute_coverage_gap,-0.04529616724738672,-0.08013937282229966,-0.013937282229965153,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated_minus_raw,mean_width,0.06434412607870854,0.06434412607870853,0.06434412607870856,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated_minus_raw,mean_pinball,-0.003483972463854443,-0.004990339796651191,-0.0018752465337570816,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ9,calibrated_minus_raw,interval_score_80,-0.10451917391563348,-0.1497101938995357,-0.05625739601271261,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,model_rmse,0.1665806334838232,0.13258547857795153,0.19627892947070236,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,baseline_rmse,0.18321149396116104,0.14909745322578416,0.21285740868063385,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,rmse_difference_vs_baseline,-0.016630860477337833,-0.019080934744764896,-0.01400969039414367,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,rmse_skill_vs_baseline,0.09077411093467425,0.07289243788446105,0.116775076193875,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,model_mae,0.12716856737180326,0.09391083482053868,0.16095451652221296,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,baseline_mae,0.14917262968946765,0.11672154800913456,0.1823343525791233,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,mae_difference_vs_baseline,-0.022004062317664386,-0.025932833528587364,-0.018025164752667508,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,not_applicable,mae_skill_vs_baseline,0.1475073702425853,0.1100495688270851,0.20063901801625605,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,raw,coverage,0.5644599303135889,0.42160278745644597,0.7108885017421602,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,raw,mean_width,0.18086733188278104,0.16917535981416132,0.19186408872785346,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,raw,mean_pinball,0.04503747797134774,0.03204119354470349,0.05903190187679719,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,raw,interval_score_80,0.7152815022814158,0.48400687321505953,0.9615896256618858,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated,coverage,0.6724738675958188,0.5261324041811847,0.8153310104529616,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated,mean_width,0.3028542285625814,0.29116225649396166,0.31385098540765377,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated,mean_pinball,0.04175511373649954,0.03137833037811616,0.052805224370949345,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated,interval_score_80,0.6168105752359697,0.45867537338517617,0.7826101826898555,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated_minus_raw,coverage,0.10801393728222997,0.027874564459930307,0.20209059233449478,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated_minus_raw,absolute_coverage_gap,-0.10801393728222997,-0.1958885017421603,-0.027874564459930307,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated_minus_raw,mean_width,0.12198689667980034,0.12198689667980031,0.12198689667980037,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated_minus_raw,mean_pinball,-0.0032823642348481993,-0.006388565085124997,-0.0004351637961706299,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ1,calibrated_minus_raw,interval_score_80,-0.09847092704544613,-0.19165695255375,-0.013054913885118763,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,model_rmse,0.2196471262288987,0.17428596285786707,0.25277715722397137,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,baseline_rmse,0.2228104696269016,0.180180376330359,0.25302087152397573,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,rmse_difference_vs_baseline,-0.0031633433980028935,-0.009035954254373268,0.0027375591497478574,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,rmse_skill_vs_baseline,0.01419746299758684,-0.011575646937585104,0.04773743753645888,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,model_mae,0.1627360872785801,0.11437061000525393,0.20397169696476275,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,baseline_mae,0.18201727868135892,0.13931054567515413,0.217757973176629,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,mae_difference_vs_baseline,-0.019281191402778813,-0.026813004641862644,-0.011756666698307786,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,not_applicable,mae_skill_vs_baseline,0.10593055528828466,0.05558498487027609,0.1791178356855322,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,raw,coverage,0.5365853658536586,0.40418118466898956,0.6934668989547037,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,raw,mean_width,0.23320028032910115,0.21662819624854762,0.24898687862713226,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,raw,mean_pinball,0.06052267578246958,0.0420391695160705,0.07672428597698991,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,raw,interval_score_80,1.0019998370811867,0.6898504694268868,1.276001142597539,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated,coverage,0.5400696864111498,0.40418118466898956,0.6968641114982579,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated,mean_width,0.23939726722480328,0.22282518314424976,0.25518386552283445,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated,mean_pinball,0.060252725563608354,0.04196295727399363,0.07630836451330188,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated,interval_score_80,0.99390133051535,0.6871028506726077,1.2630149653285132,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated_minus_raw,coverage,0.0034843205574912606,0.0,0.006968641114982521,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated_minus_raw,absolute_coverage_gap,-0.0034843205574912606,-0.006968641114982521,0.0,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated_minus_raw,mean_width,0.006196986895702139,0.006196986895702139,0.006196986895702139,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated_minus_raw,mean_pinball,-0.0002699502188612257,-0.0004088140019464229,-0.00010797090023864905,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
MJ3,calibrated_minus_raw,interval_score_80,-0.00809850656583666,-0.012264420058393016,-0.003239127007159338,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,model_rmse,0.47689073584720976,0.2400947871472959,0.6455065205939158,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,baseline_rmse,0.47749918246494477,0.24361946405061596,0.6415542915033827,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,rmse_difference_vs_baseline,-0.0006084466177350145,-0.0067383054760383875,0.00750800598640657,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,rmse_skill_vs_baseline,0.0012742359360576883,-0.015153792482588496,0.020183561997749018,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,model_mae,0.24828461012235511,0.12746747141309242,0.3712626289406045,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,baseline_mae,0.2485967719772182,0.12961113177032416,0.37104445119718626,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,mae_difference_vs_baseline,-0.00031216185486307446,-0.010814803211962194,0.009878163732353819,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
ATU1,not_applicable,mae_skill_vs_baseline,0.0012556955280645932,-0.05418451265012035,0.049047985221675125,0.95,0.8,overlapping_moving_block_bootstrap_percentile,date_block_all_stations_paired,7,model_lookback,False,1000,20260621,20260628,287,1,2019-09-18,2020-06-30,False,False,local_stationarity_required_but_test_drift_detected
