origin,target,teacher
211,329,342
211,330,342
211,331,342
211,332,342
211,333,342
211,334,342
211,335,342
211,336,342
211,337,342
211,338,342
211,339,342
211,340,342
211,341,342
342,342,342
342,343,342
342,344,342
342,345,342
342,346,342
342,347,342
342,348,342
342,349,342
342,350,342
342,351,342
342,352,342
342,353,342
342,354,342
342,355,342
342,356,342
342,357,342
342,358,342
342,359,342
342,360,342
342,361,342
342,362,342
342,363,342
342,364,342
342,365,342
342,366,342
342,367,342
342,368,342
342,369,342
342,370,342
342,371,342
342,372,342
342,373,342
342,374,342
342,375,342
342,376,342
342,377,342
342,378,342
342,379,342
342,380,342
342,381,342
342,382,342
342,383,342
342,384,342
342,385,342
342,386,342
342,387,342
342,388,342
342,389,342
342,390,342
342,391,342
342,392,342
342,393,342
342,394,342
342,395,342
342,396,342
342,397,342
342,398,342
342,399,342
342,400,342
342,401,342
342,402,342
342,403,342
342,404,342
342,405,342
342,406,342
342,407,342
342,408,342
342,409,342
342,410,342
342,411,342
342,412,342
342,413,342
342,414,342
342,415,342
342,416,342
342,417,342
342,418,342
342,419,342
342,420,342
342,421,342
342,422,342
342,423,342
342,424,342
342,425,342
342,426,342
342,427,342
342,428,342
342,429,342
342,430,342
342,431,342
342,432,342
342,433,342
342,434,342
342,435,342
342,436,342
342,437,342
342,438,342
342,439,342
342,440,342
342,441,342
342,442,342
342,443,342
342,444,342
342,445,342
342,446,342
342,447,342
342,448,342
342,449,342
342,450,342
342,451,342
342,452,342
342,453,342
342,454,342
342,455,342
342,456,342
342,457,342
342,458,342
342,459,342
342,460,342
342,461,342
342,462,342
342,463,342
342,464,342
342,465,342
342,466,342
342,467,342
342,468,342
342,469,342
342,470,342
342,471,342
342,472,342
342,473,342
342,474,342
342,475,342
342,476,342
342,477,342
342,478,342
342,479,342
342,480,342
342,481,342
342,482,342
342,483,342
342,484,342
342,485,342
342,486,342
342,487,342
342,488,342
342,489,342
342,490,342
342,491,342
342,492,342
342,493,342
342,494,342
342,495,342
342,496,342
342,497,342
342,498,342
342,499,342
342,500,342
342,501,342
342,502,342
342,503,342
342,504,342
342,505,342
342,506,342
342,507,342
342,508,342
342,509,342
342,510,342
342,511,342
342,512,342
342,513,342
342,514,342
342,515,342
342,516,342
342,517,342
342,518,342
342,519,342
342,520,342
342,521,342
