origin,target,lead,block,teacher_IN,teacher_OOF,last_observation_index,weight
342,418,76,1,432,342,341,0.001388888888888889
342,419,77,1,432,342,341,0.001388888888888889
342,420,78,1,432,342,341,0.001388888888888889
342,421,79,1,432,342,341,0.001388888888888889
342,422,80,1,432,342,341,0.001388888888888889
342,423,81,1,432,342,341,0.001388888888888889
342,424,82,1,432,342,341,0.001388888888888889
342,425,83,1,432,342,341,0.001388888888888889
342,426,84,1,432,342,341,0.001388888888888889
342,427,85,1,432,342,341,0.001388888888888889
342,428,86,1,432,342,341,0.001388888888888889
342,429,87,1,432,342,341,0.001388888888888889
342,430,88,1,432,342,341,0.001388888888888889
342,431,89,1,432,342,341,0.001388888888888889
