origin,target,teacher
211,235,432
211,236,432
211,237,432
211,238,432
211,239,432
211,240,432
211,241,432
211,242,432
211,243,432
211,244,432
211,245,432
211,246,432
211,247,432
211,248,432
211,249,432
211,250,432
211,251,432
211,252,432
211,253,432
211,254,432
211,255,432
211,256,432
211,257,432
211,258,432
211,259,432
211,260,432
211,261,432
211,262,432
211,263,432
211,264,432
211,265,432
211,266,432
211,267,432
211,268,432
211,269,432
211,270,432
211,271,432
211,272,432
211,273,432
211,274,432
211,275,432
211,276,432
211,277,432
211,278,432
211,279,432
211,280,432
211,281,432
211,282,432
211,283,432
211,284,432
211,285,432
211,286,432
211,287,432
211,288,432
211,289,432
211,290,432
211,291,432
211,292,432
211,293,432
211,294,432
211,295,432
211,296,432
211,297,432
211,298,432
211,299,432
211,300,432
211,301,432
211,302,432
211,303,432
211,304,432
211,305,432
211,306,432
211,307,432
211,308,432
211,309,432
211,310,432
211,311,432
211,312,432
211,313,432
211,314,432
211,315,432
211,316,432
211,317,432
211,318,432
211,319,432
211,320,432
211,321,432
211,322,432
211,323,432
211,324,432
211,325,432
211,326,432
211,327,432
211,328,432
211,329,432
211,330,432
211,331,432
211,332,432
211,333,432
211,334,432
211,335,432
211,336,432
211,337,432
211,338,432
211,339,432
211,340,432
211,341,432
211,342,432
211,343,432
211,344,432
211,345,432
211,346,432
211,347,432
211,348,432
211,349,432
211,350,432
211,351,432
211,352,432
211,353,432
211,354,432
211,355,432
211,356,432
211,357,432
211,358,432
211,359,432
211,360,432
211,361,432
211,362,432
211,363,432
211,364,432
211,365,432
211,366,432
211,367,432
211,368,432
211,369,432
211,370,432
211,371,432
211,372,432
211,373,432
211,374,432
211,375,432
211,376,432
211,377,432
211,378,432
211,379,432
211,380,432
211,381,432
211,382,432
211,383,432
211,384,432
211,385,432
211,386,432
211,387,432
211,388,432
211,389,432
211,390,432
391,391,432
391,392,432
391,393,432
391,394,432
391,395,432
391,396,432
391,397,432
391,398,432
391,399,432
391,400,432
391,401,432
391,402,432
391,403,432
391,404,432
391,405,432
391,406,432
391,407,432
391,408,432
391,409,432
391,410,432
391,411,432
391,412,432
391,413,432
391,414,432
391,415,432
391,416,432
391,417,432
391,418,432
391,419,432
391,420,432
391,421,432
391,422,432
391,423,432
391,424,432
391,425,432
391,426,432
391,427,432
391,428,432
391,429,432
391,430,432
391,431,432
432,432,432
432,433,432
432,434,432
432,435,432
432,436,432
432,437,432
432,438,432
432,439,432
432,440,432
432,441,432
432,442,432
432,443,432
432,444,432
432,445,432
432,446,432
432,447,432
432,448,432
432,449,432
432,450,432
432,451,432
432,452,432
432,453,432
432,454,432
432,455,432
432,456,432
432,457,432
432,458,432
432,459,432
432,460,432
432,461,432
432,462,432
432,463,432
432,464,432
432,465,432
432,466,432
432,467,432
432,468,432
432,469,432
432,470,432
432,471,432
432,472,432
432,473,432
432,474,432
432,475,432
432,476,432
432,477,432
432,478,432
432,479,432
432,480,432
432,481,432
432,482,432
432,483,432
432,484,432
432,485,432
432,486,432
432,487,432
432,488,432
432,489,432
432,490,432
432,491,432
432,492,432
432,493,432
432,494,432
432,495,432
432,496,432
432,497,432
432,498,432
432,499,432
432,500,432
432,501,432
432,502,432
432,503,432
432,504,432
432,505,432
432,506,432
432,507,432
432,508,432
432,509,432
432,510,432
432,511,432
432,512,432
432,513,432
432,514,432
432,515,432
432,516,432
432,517,432
432,518,432
432,519,432
432,520,432
432,521,432
432,522,432
432,523,432
432,524,432
432,525,432
432,526,432
432,527,432
432,528,432
432,529,432
432,530,432
432,531,432
432,532,432
432,533,432
432,534,432
432,535,432
432,536,432
432,537,432
432,538,432
432,539,432
432,540,432
432,541,432
432,542,432
432,543,432
432,544,432
432,545,432
432,546,432
432,547,432
432,548,432
432,549,432
432,550,432
432,551,432
432,552,432
432,553,432
432,554,432
432,555,432
432,556,432
432,557,432
432,558,432
432,559,432
432,560,432
432,561,432
432,562,432
432,563,432
432,564,432
432,565,432
432,566,432
432,567,432
432,568,432
432,569,432
432,570,432
432,571,432
432,572,432
432,573,432
432,574,432
432,575,432
432,576,432
432,577,432
432,578,432
432,579,432
432,580,432
432,581,432
432,582,432
432,583,432
432,584,432
432,585,432
432,586,432
432,587,432
432,588,432
432,589,432
432,590,432
432,591,432
432,592,432
432,593,432
432,594,432
432,595,432
432,596,432
432,597,432
432,598,432
432,599,432
432,600,432
432,601,432
432,602,432
432,603,432
432,604,432
432,605,432
432,606,432
432,607,432
432,608,432
432,609,432
432,610,432
432,611,432
