phase,model,point,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,C8_STATIC_FULL,MJ1,30,347,0.365541520148,0.870317002882,2.424464992,3.42487805616,0.459262590015,0.632263477174,0.632263477174
development,C8_STATIC_DATA,ATU1,30,347,0.375083249795,0.893371757925,2.35454469671,3.37748583434,0.5149259395,0.636037375565,0.636037375565
development,C8_STATIC_DATA,ATU5,30,347,0.348062311015,0.887608069164,2.61672296189,3.47603338444,0.447041468128,0.563279129317,0.563279129317
development,C8_STATIC_DATA,MJ3,30,347,0.277103646206,0.838616714697,2.13390647784,2.86023300773,0.298602351566,0.397960336409,0.397960336409
development,C8_STATIC_DATA,MJ1,30,347,0.355459864447,0.864553314121,2.43030227162,3.48496341936,0.426934742159,0.611326277452,0.611326277452
later_exploratory,C8_ONLINE_FULL,ATU1,30,264,1.50982514487,0.791666666667,8.29236432596,14.4057874033,1.95243485126,3.41934372796,3.41934372796
later_exploratory,C8_ONLINE_FULL,ATU5,30,264,1.06306813554,0.708333333333,3.24837403865,11.2528985844,1.37452316974,2.45593634425,2.45593634425
later_exploratory,C8_ONLINE_FULL,MJ3,30,264,0.391017861938,0.848484848485,2.72348470747,4.85073302556,0.422618875769,0.591210272756,0.591210272756
later_exploratory,C8_ONLINE_FULL,MJ1,30,264,0.315484254517,0.867424242424,1.88352377549,3.45055942881,0.387661278477,0.541281236805,0.541281236805
later_exploratory,C8_ONLINE_DATA,ATU1,30,264,1.5417035081,0.795454545455,9.91561968672,15.2649436273,1.94375161996,3.40245678665,3.40245678665
later_exploratory,C8_ONLINE_DATA,ATU5,30,264,1.00085668429,0.731060606061,3.27840901772,9.62423557143,1.32242335841,2.39389994637,2.39389994637
later_exploratory,C8_ONLINE_DATA,MJ3,30,264,0.399368766636,0.840909090909,2.88136639422,5.01073747944,0.419161963596,0.58781057461,0.58781057461
later_exploratory,C8_ONLINE_DATA,MJ1,30,264,0.31226525564,0.867424242424,1.87843036788,3.45356897281,0.384722081221,0.534980847364,0.534980847364
later_exploratory,B_ANCHOR,ATU1,30,264,4.98049086943,0.878787878788,35.4446888053,56.1191689448,5.03790774841,8.65474826029,8.65474826029
later_exploratory,B_ANCHOR,ATU5,30,264,3.93897941853,0.924242424242,36.0088973521,49.8377505807,3.62534802083,5.95279852017,5.95279852017
later_exploratory,B_ANCHOR,MJ3,30,264,2.99293385837,0.856060606061,23.5424171105,28.4670581261,3.28992608292,4.62704143423,4.62704143423
later_exploratory,B_ANCHOR,MJ1,30,264,1.85916437777,0.871212121212,15.4670665179,18.7313287402,2.27207283258,2.78926537397,2.78926537397
later_exploratory,DRIFT1,ATU1,30,264,5.07838241372,0.897727272727,38.378228873,59.8181782898,4.58637128886,7.98733699514,7.98733699514
later_exploratory,DRIFT1,ATU5,30,264,3.45370704624,0.901515151515,28.98771613,45.6193878986,2.6922380644,5.40365491277,5.40365491277
later_exploratory,DRIFT1,MJ3,30,264,0.995514539419,0.867424242424,7.62182207331,12.4074974877,1.06994811218,1.55221907721,1.55221907721
later_exploratory,DRIFT1,MJ1,30,264,0.808977312834,0.871212121212,5.59224377124,9.24413870376,0.890758295447,1.30342652959,1.30342652959
later_exploratory,C8_STATIC_FULL,ATU1,30,264,1.51112112939,0.791666666667,8.29225736985,14.4185179683,1.95421859985,3.42396930852,3.42396930852
later_exploratory,C8_STATIC_FULL,ATU5,30,264,1.06390969959,0.708333333333,3.24958272888,11.2641692836,1.37553962455,2.45828509501,2.45828509501
later_exploratory,C8_STATIC_FULL,MJ3,30,264,0.390978589905,0.848484848485,2.72323227214,4.85089264583,0.422278293658,0.590918407924,0.590918407924
later_exploratory,C8_STATIC_FULL,MJ1,30,264,0.315811771096,0.867424242424,1.88363708138,3.45313969906,0.387261318407,0.542244571363,0.542244571363
later_exploratory,C8_STATIC_DATA,ATU1,30,264,1.5423782606,0.795454545455,9.91585304933,15.267367848,1.94484250276,3.40510668846,3.40510668846
later_exploratory,C8_STATIC_DATA,ATU5,30,264,1.00101004021,0.731060606061,3.27852814568,9.62607230588,1.32257836011,2.39436809846,2.39436809846
later_exploratory,C8_STATIC_DATA,MJ3,30,264,0.399314043265,0.840909090909,2.88104029866,5.01088165942,0.418830106877,0.587504539953,0.587504539953
later_exploratory,C8_STATIC_DATA,MJ1,30,264,0.312202441658,0.867424242424,1.87819981944,3.45588853321,0.38421651704,0.534860899329,0.534860899329
