phase,model,point,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,DRIFT7,MJ3,30,347,0.753148592694,0.994236311239,7.18940858478,7.19038365458,0.867180312745,1.15424058986,1.15424058986
development,DRIFT7,MJ1,30,347,0.970654443698,0.841498559078,7.16726631553,10.6240449981,1.06430241585,1.55399035761,1.55399035761
development,EXPERT_INIT,ATU1,30,347,4.03067211886,1,54.7939855266,54.7939855266,1.62630706425,2.02988636371,2.02988636371
development,EXPERT_INIT,ATU5,30,347,3.09140371305,1,41.9730635734,41.9730635734,1.18600877499,1.56374610559,1.56374610559
development,EXPERT_INIT,MJ3,30,347,0.858158507983,1,8.12119948619,8.12119948619,1.00396686966,1.33055120397,1.33055120397
development,EXPERT_INIT,MJ1,30,347,1.10345055019,0.838616714697,8.1152545275,12.0850075575,1.20125088399,1.77014005406,1.77014005406
development,PERSIST,ATU1,30,347,3.98328998698,1,52.7505320049,52.7505320049,2.36942577332,2.73988399855,2.73988399855
development,PERSIST,ATU5,30,347,4.51651550405,1,52.0867636317,52.0867636317,4.33194398629,4.79545199641,4.79545199641
development,PERSIST,MJ3,30,347,2.52712123165,1,21.8747172922,21.8747172922,3.29931310386,3.61639586839,3.61639586839
development,PERSIST,MJ1,30,347,2.87019711692,0.92795389049,21.2173750967,21.6015320811,3.61884220786,4.35591842364,4.35591842364
transfer,B_ANCHOR,ATU1,30,264,4.98049086943,0.878787878788,35.4446888053,56.1191689448,5.03790774841,8.65474826029,8.65474826029
transfer,B_ANCHOR,ATU5,30,264,3.93897941853,0.924242424242,36.0088973521,49.8377505807,3.62534802083,5.95279852017,5.95279852017
transfer,B_ANCHOR,MJ3,30,264,2.99293385837,0.856060606061,23.5424171105,28.4670581261,3.28992608292,4.62704143423,4.62704143423
transfer,B_ANCHOR,MJ1,30,264,1.85916437777,0.871212121212,15.4670665179,18.7313287402,2.27207283258,2.78926537397,2.78926537397
transfer,B_RAW,ATU1,30,264,,,,,5.92992516574,8.49336720799,8.49336720799
transfer,B_RAW,ATU5,30,264,,,,,8.98144174939,9.60241867835,9.60241867835
transfer,B_RAW,MJ3,30,264,,,,,9.58320992738,13.7022534572,13.7022534572
transfer,B_RAW,MJ1,30,264,,,,,5.71089654937,6.61186313743,6.61186313743
transfer,B_TREND14,ATU1,30,264,6.20386441631,0.882575757576,42.8659419558,66.6147231672,6.27542326378,10.263988302,10.263988302
transfer,B_TREND14,ATU5,30,264,4.26002703776,0.893939393939,32.4000481496,53.0813295755,4.07178306049,7.16029999117,7.16029999117
transfer,B_TREND14,MJ3,30,264,1.63755753217,0.890151515152,13.709697161,17.2353063194,1.84424028986,2.55216764915,2.55216764915
transfer,B_TREND14,MJ1,30,264,2.08898057363,0.829545454545,12.7346189315,18.8849283076,2.55974347092,3.80821048959,3.80821048959
transfer,C4_RIDGE_DATA,ATU1,30,264,1.5423782606,0.795454545455,9.91585304933,15.267367848,1.94484250276,3.40510668846,3.40510668846
transfer,C4_RIDGE_DATA,ATU5,30,264,1.00101004021,0.731060606061,3.27852814568,9.62607230588,1.32257836011,2.39436809846,2.39436809846
transfer,C4_RIDGE_DATA,MJ3,30,264,0.399314043265,0.840909090909,2.88104029866,5.01088165942,0.418830106877,0.587504539953,0.587504539953
transfer,C4_RIDGE_DATA,MJ1,30,264,0.312202441658,0.867424242424,1.87819981944,3.45588853321,0.38421651704,0.534860899329,0.534860899329
transfer,C4_RIDGE_FULL,ATU1,30,264,1.51112112939,0.791666666667,8.29225736985,14.4185179683,1.95421859985,3.42396930852,3.42396930852
transfer,C4_RIDGE_FULL,ATU5,30,264,1.06390969959,0.708333333333,3.24958272888,11.2641692836,1.37553962455,2.45828509501,2.45828509501
transfer,C4_RIDGE_FULL,MJ3,30,264,0.390978589905,0.848484848485,2.72323227214,4.85089264583,0.422278293658,0.590918407924,0.590918407924
transfer,C4_RIDGE_FULL,MJ1,30,264,0.315811771096,0.867424242424,1.88363708138,3.45313969906,0.387261318407,0.542244571363,0.542244571363
transfer,DRIFT1,ATU1,30,264,5.07838241372,0.897727272727,38.378228873,59.8181782898,4.58637128886,7.98733699514,7.98733699514
transfer,DRIFT1,ATU5,30,264,3.45370704624,0.901515151515,28.98771613,45.6193878986,2.6922380644,5.40365491277,5.40365491277
transfer,DRIFT1,MJ3,30,264,0.995514539419,0.867424242424,7.62182207331,12.4074974877,1.06994811218,1.55221907721,1.55221907721
transfer,DRIFT1,MJ1,30,264,0.808977312834,0.871212121212,5.59224377124,9.24413870376,0.890758295447,1.30342652959,1.30342652959
transfer,DRIFT14,ATU1,30,264,6.25194832659,0.909090909091,48.5606603803,73.0529104719,5.57174635639,9.80074621538,9.80074621538
transfer,DRIFT14,ATU5,30,264,4.17877323576,0.912878787879,36.7149939707,55.266469696,3.17258001055,6.47029205693,6.47029205693
transfer,DRIFT14,MJ3,30,264,1.31827588935,0.863636363636,9.97713997718,16.4478795496,1.42369962407,2.05838401342,2.05838401342
transfer,DRIFT14,MJ1,30,264,1.06193244478,0.867424242424,7.32692236394,12.2219937033,1.14431200928,1.69612910594,1.69612910594
transfer,DRIFT3,ATU1,30,264,5.31146818796,0.901515151515,40.3030931839,62.5543054372,4.78476572811,8.3535894735,8.3535894735
transfer,DRIFT3,ATU5,30,264,3.60275303616,0.901515151515,30.4451772904,47.6311911976,2.79463946131,5.63247346954,5.63247346954
transfer,DRIFT3,MJ3,30,264,1.04744250197,0.871212121212,7.97476565992,13.0457382967,1.13038125225,1.63950515728,1.63950515728
transfer,DRIFT3,MJ1,30,264,0.850619227209,0.875,5.84512318385,9.71144549553,0.935468428704,1.37256539991,1.37256539991
transfer,DRIFT30,ATU1,30,264,6.70177183966,0.920454545455,53.2697862454,76.7314481867,5.91421819131,10.4145294454,10.4145294454
transfer,DRIFT30,ATU5,30,264,4.4029194841,0.924242424242,40.4147752564,57.8251121011,3.36415701722,6.66908374417,6.66908374417
transfer,DRIFT30,MJ3,30,264,1.59943659396,0.856060606061,11.926544763,19.8459424441,1.72527308877,2.47818107783,2.47818107783
transfer,DRIFT30,MJ1,30,264,1.28183329932,0.859848484848,8.82016871196,14.7522971237,1.36499256647,2.01295990817,2.01295990817
transfer,DRIFT7,ATU1,30,264,5.71957945066,0.905303030303,43.7770262138,67.2577917837,5.12910663433,8.98952544313,8.98952544313
transfer,DRIFT7,ATU5,30,264,3.85899470119,0.905303030303,33.0779533253,51.0625029529,2.96608536619,6.01752361002,6.01752361002
transfer,DRIFT7,MJ3,30,264,1.15414167721,0.867424242424,8.78017613296,14.3940222578,1.24525482113,1.80422286504,1.80422286504
transfer,DRIFT7,MJ1,30,264,0.93395313029,0.871212121212,6.43735747946,10.7069894036,1.01870239457,1.50133253222,1.50133253222
transfer,EXPERT_INIT,ATU1,30,264,6.23768382775,0.909090909091,48.3842589505,72.8993618506,5.55956443186,9.78625998527,9.78625998527
transfer,EXPERT_INIT,ATU5,30,264,4.16920789673,0.912878787879,36.5869058438,55.154237675,3.16733955414,6.46243070534,6.46243070534
transfer,EXPERT_INIT,MJ3,30,264,1.31717906972,0.863636363636,9.95773335339,16.4392551205,1.4223693246,2.057217897,2.057217897
transfer,EXPERT_INIT,MJ1,30,264,1.05895141707,0.867424242424,7.30983593667,12.2150389083,1.14030047957,1.69073262972,1.69073262972
transfer,PERSIST,ATU1,30,264,6.05361409186,0.920454545455,46.6444753101,71.3259965086,5.25588089884,9.8492508465,9.8492508465
transfer,PERSIST,ATU5,30,264,5.3483527694,0.920454545455,45.3380377119,64.5041786461,5.04907497531,8.1816552364,8.1816552364
transfer,PERSIST,MJ3,30,264,3.80097707916,0.829545454545,25.0744493372,33.9677122058,5.14266501793,6.27732911855,6.27732911855
transfer,PERSIST,MJ1,30,264,3.43475333824,0.82196969697,21.6099025513,30.1483869989,4.55413587276,5.5504755818,5.5504755818
