origin,target,lead,block,teacher_IN,teacher_OOF,last_observation_index,weight
185,191,6,0,612,612,184,0.001718213058419244
185,214,29,0,612,612,184,0.001718213058419244
185,244,59,0,612,612,184,0.001718213058419244
185,274,89,0,612,612,184,0.001718213058419244
185,304,119,0,612,612,184,0.001718213058419244
185,334,149,0,612,612,184,0.001718213058419244
185,364,179,0,612,612,184,0.001718213058419244
199,199,0,0,612,612,198,0.001718213058419244
199,205,6,0,612,612,198,0.001718213058419244
199,228,29,0,612,612,198,0.001718213058419244
199,258,59,0,612,612,198,0.001718213058419244
199,288,89,0,612,612,198,0.001718213058419244
199,318,119,0,612,612,198,0.001718213058419244
199,348,149,0,612,612,198,0.001718213058419244
199,378,179,0,612,612,198,0.001718213058419244
213,213,0,0,612,612,212,0.001718213058419244
213,219,6,0,612,612,212,0.001718213058419244
213,242,29,0,612,612,212,0.001718213058419244
213,272,59,0,612,612,212,0.001718213058419244
213,302,89,0,612,612,212,0.001718213058419244
213,332,119,0,612,612,212,0.001718213058419244
213,362,149,0,612,612,212,0.001718213058419244
213,392,179,0,612,612,212,0.001718213058419244
227,227,0,0,612,612,226,0.001718213058419244
227,233,6,0,612,612,226,0.001718213058419244
227,256,29,0,612,612,226,0.001718213058419244
227,286,59,0,612,612,226,0.001718213058419244
227,316,89,0,612,612,226,0.001718213058419244
227,346,119,0,612,612,226,0.001718213058419244
227,376,149,0,612,612,226,0.001718213058419244
227,406,179,0,612,612,226,0.001718213058419244
241,241,0,0,612,612,240,0.001718213058419244
241,247,6,0,612,612,240,0.001718213058419244
241,270,29,0,612,612,240,0.001718213058419244
241,300,59,0,612,612,240,0.001718213058419244
241,330,89,0,612,612,240,0.001718213058419244
241,360,119,0,612,612,240,0.001718213058419244
241,390,149,0,612,612,240,0.001718213058419244
241,420,179,0,612,612,240,0.001718213058419244
255,255,0,0,612,612,254,0.001718213058419244
255,261,6,0,612,612,254,0.001718213058419244
255,284,29,0,612,612,254,0.001718213058419244
255,314,59,0,612,612,254,0.001718213058419244
255,344,89,0,612,612,254,0.001718213058419244
255,374,119,0,612,612,254,0.001718213058419244
255,404,149,0,612,612,254,0.001718213058419244
255,434,179,0,612,612,254,0.001718213058419244
269,269,0,0,612,612,268,0.001718213058419244
269,275,6,0,612,612,268,0.001718213058419244
269,298,29,0,612,612,268,0.001718213058419244
269,328,59,0,612,612,268,0.001718213058419244
269,358,89,0,612,612,268,0.001718213058419244
269,388,119,0,612,612,268,0.001718213058419244
269,418,149,0,612,612,268,0.001718213058419244
269,448,179,0,612,612,268,0.001718213058419244
283,283,0,0,612,612,282,0.001718213058419244
283,289,6,0,612,612,282,0.001718213058419244
283,312,29,0,612,612,282,0.001718213058419244
283,342,59,0,612,612,282,0.001718213058419244
283,372,89,0,612,612,282,0.001718213058419244
283,402,119,0,612,612,282,0.001718213058419244
283,432,149,0,612,612,282,0.001718213058419244
283,462,179,0,612,612,282,0.001718213058419244
297,297,0,0,612,612,296,0.001718213058419244
297,303,6,0,612,612,296,0.001718213058419244
297,326,29,0,612,612,296,0.001718213058419244
297,356,59,0,612,612,296,0.001718213058419244
297,386,89,0,612,612,296,0.001718213058419244
297,416,119,0,612,612,296,0.001718213058419244
297,446,149,0,612,612,296,0.001718213058419244
297,476,179,0,612,612,296,0.001718213058419244
311,311,0,0,612,612,310,0.001718213058419244
311,317,6,0,612,612,310,0.001718213058419244
311,340,29,0,612,612,310,0.001718213058419244
311,370,59,0,612,612,310,0.001718213058419244
311,400,89,0,612,612,310,0.001718213058419244
311,430,119,0,612,612,310,0.001718213058419244
311,460,149,0,612,612,310,0.001718213058419244
311,490,179,0,612,612,310,0.001718213058419244
325,325,0,0,612,612,324,0.001718213058419244
325,331,6,0,612,612,324,0.001718213058419244
325,354,29,0,612,612,324,0.001718213058419244
325,384,59,0,612,612,324,0.001718213058419244
325,414,89,0,612,612,324,0.001718213058419244
325,444,119,0,612,612,324,0.001718213058419244
325,474,149,0,612,612,324,0.001718213058419244
325,504,179,0,612,612,324,0.001718213058419244
339,339,0,0,612,612,338,0.001718213058419244
339,345,6,0,612,612,338,0.001718213058419244
339,368,29,0,612,612,338,0.001718213058419244
339,398,59,0,612,612,338,0.001718213058419244
339,428,89,0,612,612,338,0.001718213058419244
339,458,119,0,612,612,338,0.001718213058419244
339,488,149,0,612,612,338,0.001718213058419244
339,518,179,0,612,612,338,0.001718213058419244
353,353,0,0,612,612,352,0.001718213058419244
353,359,6,0,612,612,352,0.001718213058419244
353,382,29,0,612,612,352,0.001718213058419244
353,412,59,0,612,612,352,0.001718213058419244
353,442,89,0,612,612,352,0.001718213058419244
353,472,119,0,612,612,352,0.001718213058419244
353,502,149,0,612,612,352,0.001718213058419244
353,532,179,0,612,612,352,0.001718213058419244
367,367,0,0,612,612,366,0.001718213058419244
367,373,6,0,612,612,366,0.001718213058419244
367,396,29,0,612,612,366,0.001718213058419244
367,426,59,0,612,612,366,0.001718213058419244
367,456,89,0,612,612,366,0.001718213058419244
367,486,119,0,612,612,366,0.001718213058419244
367,516,149,0,612,612,366,0.001718213058419244
367,546,179,0,612,612,366,0.001718213058419244
381,381,0,0,612,612,380,0.001718213058419244
381,387,6,0,612,612,380,0.001718213058419244
381,410,29,0,612,612,380,0.001718213058419244
381,440,59,0,612,612,380,0.001718213058419244
381,470,89,0,612,612,380,0.001718213058419244
381,500,119,0,612,612,380,0.001718213058419244
381,530,149,0,612,612,380,0.001718213058419244
381,560,179,0,612,612,380,0.001718213058419244
395,395,0,0,612,612,394,0.001718213058419244
395,401,6,0,612,612,394,0.001718213058419244
395,424,29,0,612,612,394,0.001718213058419244
395,454,59,0,612,612,394,0.001718213058419244
395,484,89,0,612,612,394,0.001718213058419244
395,514,119,0,612,612,394,0.001718213058419244
395,544,149,0,612,612,394,0.001718213058419244
395,574,179,0,612,612,394,0.001718213058419244
409,409,0,0,612,612,408,0.001718213058419244
409,415,6,0,612,612,408,0.001718213058419244
409,438,29,0,612,612,408,0.001718213058419244
409,468,59,0,612,612,408,0.001718213058419244
409,498,89,0,612,612,408,0.001718213058419244
409,528,119,0,612,612,408,0.001718213058419244
409,558,149,0,612,612,408,0.001718213058419244
409,588,179,0,612,612,408,0.001718213058419244
423,423,0,0,612,612,422,0.001718213058419244
423,429,6,0,612,612,422,0.001718213058419244
423,452,29,0,612,612,422,0.001718213058419244
423,482,59,0,612,612,422,0.001718213058419244
423,512,89,0,612,612,422,0.001718213058419244
423,542,119,0,612,612,422,0.001718213058419244
423,572,149,0,612,612,422,0.001718213058419244
423,602,179,0,612,612,422,0.001718213058419244
437,437,0,0,612,612,436,0.001718213058419244
437,443,6,0,612,612,436,0.001718213058419244
437,466,29,0,612,612,436,0.001718213058419244
437,496,59,0,612,612,436,0.001718213058419244
437,526,89,0,612,612,436,0.001718213058419244
437,556,119,0,612,612,436,0.001718213058419244
437,586,149,0,612,612,436,0.001718213058419244
451,451,0,0,612,612,450,0.001718213058419244
451,457,6,0,612,612,450,0.001718213058419244
451,480,29,0,612,612,450,0.001718213058419244
451,510,59,0,612,612,450,0.001718213058419244
451,540,89,0,612,612,450,0.001718213058419244
451,570,119,0,612,612,450,0.001718213058419244
451,600,149,0,612,612,450,0.001718213058419244
465,465,0,0,612,612,464,0.001718213058419244
465,471,6,0,612,612,464,0.001718213058419244
465,494,29,0,612,612,464,0.001718213058419244
465,524,59,0,612,612,464,0.001718213058419244
465,554,89,0,612,612,464,0.001718213058419244
465,584,119,0,612,612,464,0.001718213058419244
479,479,0,0,612,612,478,0.001718213058419244
479,485,6,0,612,612,478,0.001718213058419244
479,508,29,0,612,612,478,0.001718213058419244
479,538,59,0,612,612,478,0.001718213058419244
479,568,89,0,612,612,478,0.001718213058419244
479,598,119,0,612,612,478,0.001718213058419244
493,493,0,0,612,612,492,0.001718213058419244
493,499,6,0,612,612,492,0.001718213058419244
493,522,29,0,612,612,492,0.001718213058419244
493,552,59,0,612,612,492,0.001718213058419244
493,582,89,0,612,612,492,0.001718213058419244
507,507,0,0,612,612,506,0.001718213058419244
507,513,6,0,612,612,506,0.001718213058419244
507,536,29,0,612,612,506,0.001718213058419244
507,566,59,0,612,612,506,0.001718213058419244
507,596,89,0,612,612,506,0.001718213058419244
521,521,0,0,612,612,520,0.001718213058419244
521,527,6,0,612,612,520,0.001718213058419244
521,550,29,0,612,612,520,0.001718213058419244
521,580,59,0,612,612,520,0.001718213058419244
521,610,89,0,612,612,520,0.001718213058419244
535,535,0,0,612,612,534,0.001718213058419244
535,541,6,0,612,612,534,0.001718213058419244
535,564,29,0,612,612,534,0.001718213058419244
535,594,59,0,612,612,534,0.001718213058419244
549,549,0,0,612,612,548,0.001718213058419244
549,555,6,0,612,612,548,0.001718213058419244
549,578,29,0,612,612,548,0.001718213058419244
549,608,59,0,612,612,548,0.001718213058419244
563,563,0,0,612,612,562,0.001718213058419244
563,569,6,0,612,612,562,0.001718213058419244
563,592,29,0,612,612,562,0.001718213058419244
577,577,0,0,612,612,576,0.001718213058419244
577,583,6,0,612,612,576,0.001718213058419244
577,606,29,0,612,612,576,0.001718213058419244
591,591,0,0,612,612,590,0.001718213058419244
591,597,6,0,612,612,590,0.001718213058419244
605,605,0,0,612,612,604,0.001718213058419244
605,611,6,0,612,612,604,0.001718213058419244
252,252,0,1,612,252,251,0.001388888888888889
252,253,1,1,612,252,251,0.001388888888888889
252,254,2,1,612,252,251,0.001388888888888889
252,255,3,1,612,252,251,0.001388888888888889
252,256,4,1,612,252,251,0.001388888888888889
252,257,5,1,612,252,251,0.001388888888888889
252,258,6,1,612,252,251,0.001388888888888889
252,259,7,1,612,252,251,0.001388888888888889
252,260,8,1,612,252,251,0.001388888888888889
252,261,9,1,612,252,251,0.001388888888888889
252,262,10,1,612,252,251,0.001388888888888889
252,263,11,1,612,252,251,0.001388888888888889
252,264,12,1,612,252,251,0.001388888888888889
252,265,13,1,612,252,251,0.001388888888888889
252,266,14,1,612,252,251,0.001388888888888889
252,267,15,1,612,252,251,0.001388888888888889
252,268,16,1,612,252,251,0.001388888888888889
252,269,17,1,612,252,251,0.001388888888888889
252,270,18,1,612,252,251,0.001388888888888889
252,271,19,1,612,252,251,0.001388888888888889
252,272,20,1,612,252,251,0.001388888888888889
252,273,21,1,612,252,251,0.001388888888888889
252,274,22,1,612,252,251,0.001388888888888889
252,275,23,1,612,252,251,0.001388888888888889
252,276,24,1,612,252,251,0.001388888888888889
252,277,25,1,612,252,251,0.001388888888888889
252,278,26,1,612,252,251,0.001388888888888889
252,279,27,1,612,252,251,0.001388888888888889
252,280,28,1,612,252,251,0.001388888888888889
252,281,29,1,612,252,251,0.001388888888888889
252,282,30,1,612,252,251,0.001388888888888889
252,283,31,1,612,252,251,0.001388888888888889
252,284,32,1,612,252,251,0.001388888888888889
252,285,33,1,612,252,251,0.001388888888888889
252,286,34,1,612,252,251,0.001388888888888889
252,287,35,1,612,252,251,0.001388888888888889
252,288,36,1,612,252,251,0.001388888888888889
252,289,37,1,612,252,251,0.001388888888888889
252,290,38,1,612,252,251,0.001388888888888889
252,291,39,1,612,252,251,0.001388888888888889
252,292,40,1,612,252,251,0.001388888888888889
252,293,41,1,612,252,251,0.001388888888888889
252,294,42,1,612,252,251,0.001388888888888889
252,295,43,1,612,252,251,0.001388888888888889
252,296,44,1,612,252,251,0.001388888888888889
252,297,45,1,612,252,251,0.001388888888888889
252,298,46,1,612,252,251,0.001388888888888889
252,299,47,1,612,252,251,0.001388888888888889
252,300,48,1,612,252,251,0.001388888888888889
252,301,49,1,612,252,251,0.001388888888888889
252,302,50,1,612,252,251,0.001388888888888889
252,303,51,1,612,252,251,0.001388888888888889
252,304,52,1,612,252,251,0.001388888888888889
252,305,53,1,612,252,251,0.001388888888888889
252,306,54,1,612,252,251,0.001388888888888889
252,307,55,1,612,252,251,0.001388888888888889
252,308,56,1,612,252,251,0.001388888888888889
252,309,57,1,612,252,251,0.001388888888888889
252,310,58,1,612,252,251,0.001388888888888889
252,311,59,1,612,252,251,0.001388888888888889
252,312,60,1,612,252,251,0.001388888888888889
252,313,61,1,612,252,251,0.001388888888888889
252,314,62,1,612,252,251,0.001388888888888889
252,315,63,1,612,252,251,0.001388888888888889
252,316,64,1,612,252,251,0.001388888888888889
252,317,65,1,612,252,251,0.001388888888888889
252,318,66,1,612,252,251,0.001388888888888889
252,319,67,1,612,252,251,0.001388888888888889
252,320,68,1,612,252,251,0.001388888888888889
252,321,69,1,612,252,251,0.001388888888888889
252,322,70,1,612,252,251,0.001388888888888889
252,323,71,1,612,252,251,0.001388888888888889
252,324,72,1,612,252,251,0.001388888888888889
252,325,73,1,612,252,251,0.001388888888888889
252,326,74,1,612,252,251,0.001388888888888889
252,327,75,1,612,252,251,0.001388888888888889
252,328,76,1,612,252,251,0.001388888888888889
252,329,77,1,612,252,251,0.001388888888888889
252,330,78,1,612,252,251,0.001388888888888889
252,331,79,1,612,252,251,0.001388888888888889
252,332,80,1,612,252,251,0.001388888888888889
252,333,81,1,612,252,251,0.001388888888888889
252,334,82,1,612,252,251,0.001388888888888889
252,335,83,1,612,252,251,0.001388888888888889
252,336,84,1,612,252,251,0.001388888888888889
252,337,85,1,612,252,251,0.001388888888888889
252,338,86,1,612,252,251,0.001388888888888889
252,339,87,1,612,252,251,0.001388888888888889
252,340,88,1,612,252,251,0.001388888888888889
252,341,89,1,612,252,251,0.001388888888888889
252,342,90,1,612,252,251,0.0006944444444444445
252,343,91,1,612,252,251,0.0006944444444444445
252,344,92,1,612,252,251,0.0006944444444444445
252,345,93,1,612,252,251,0.0006944444444444445
252,346,94,1,612,252,251,0.0006944444444444445
252,347,95,1,612,252,251,0.0006944444444444445
252,348,96,1,612,252,251,0.0006944444444444445
252,349,97,1,612,252,251,0.0006944444444444445
252,350,98,1,612,252,251,0.0006944444444444445
252,351,99,1,612,252,251,0.0006944444444444445
252,352,100,1,612,252,251,0.0006944444444444445
252,353,101,1,612,252,251,0.0006944444444444445
252,354,102,1,612,252,251,0.0006944444444444445
252,355,103,1,612,252,251,0.0006944444444444445
252,356,104,1,612,252,251,0.0006944444444444445
252,357,105,1,612,252,251,0.0006944444444444445
252,358,106,1,612,252,251,0.0006944444444444445
252,359,107,1,612,252,251,0.0006944444444444445
252,360,108,1,612,252,251,0.0006944444444444445
252,361,109,1,612,252,251,0.0006944444444444445
252,362,110,1,612,252,251,0.0006944444444444445
252,363,111,1,612,252,251,0.0006944444444444445
252,364,112,1,612,252,251,0.0006944444444444445
252,365,113,1,612,252,251,0.0006944444444444445
252,366,114,1,612,252,251,0.0006944444444444445
252,367,115,1,612,252,251,0.0006944444444444445
252,368,116,1,612,252,251,0.0006944444444444445
252,369,117,1,612,252,251,0.0006944444444444445
252,370,118,1,612,252,251,0.0006944444444444445
252,371,119,1,612,252,251,0.0006944444444444445
252,372,120,1,612,252,251,0.0006944444444444445
252,373,121,1,612,252,251,0.0006944444444444445
252,374,122,1,612,252,251,0.0006944444444444445
252,375,123,1,612,252,251,0.0006944444444444445
252,376,124,1,612,252,251,0.0006944444444444445
252,377,125,1,612,252,251,0.0006944444444444445
252,378,126,1,612,252,251,0.0006944444444444445
252,379,127,1,612,252,251,0.0006944444444444445
252,380,128,1,612,252,251,0.0006944444444444445
252,381,129,1,612,252,251,0.0006944444444444445
252,382,130,1,612,252,251,0.0006944444444444445
252,383,131,1,612,252,251,0.0006944444444444445
252,384,132,1,612,252,251,0.0006944444444444445
252,385,133,1,612,252,251,0.0006944444444444445
252,386,134,1,612,252,251,0.0006944444444444445
252,387,135,1,612,252,251,0.0006944444444444445
252,388,136,1,612,252,251,0.0006944444444444445
252,389,137,1,612,252,251,0.0006944444444444445
252,390,138,1,612,252,251,0.0006944444444444445
252,391,139,1,612,252,251,0.0006944444444444445
252,392,140,1,612,252,251,0.0006944444444444445
252,393,141,1,612,252,251,0.0006944444444444445
252,394,142,1,612,252,251,0.0006944444444444445
252,395,143,1,612,252,251,0.0006944444444444445
252,396,144,1,612,252,251,0.0006944444444444445
252,397,145,1,612,252,251,0.0006944444444444445
252,398,146,1,612,252,251,0.0006944444444444445
252,399,147,1,612,252,251,0.0006944444444444445
252,400,148,1,612,252,251,0.0006944444444444445
252,401,149,1,612,252,251,0.0006944444444444445
252,402,150,1,612,252,251,0.0006944444444444445
252,403,151,1,612,252,251,0.0006944444444444445
252,404,152,1,612,252,251,0.0006944444444444445
252,405,153,1,612,252,251,0.0006944444444444445
252,406,154,1,612,252,251,0.0006944444444444445
252,407,155,1,612,252,251,0.0006944444444444445
252,408,156,1,612,252,251,0.0006944444444444445
252,409,157,1,612,252,251,0.0006944444444444445
252,410,158,1,612,252,251,0.0006944444444444445
252,411,159,1,612,252,251,0.0006944444444444445
252,412,160,1,612,252,251,0.0006944444444444445
252,413,161,1,612,252,251,0.0006944444444444445
252,414,162,1,612,252,251,0.0006944444444444445
252,415,163,1,612,252,251,0.0006944444444444445
252,416,164,1,612,252,251,0.0006944444444444445
252,417,165,1,612,252,251,0.0006944444444444445
252,418,166,1,612,252,251,0.0006944444444444445
252,419,167,1,612,252,251,0.0006944444444444445
252,420,168,1,612,252,251,0.0006944444444444445
252,421,169,1,612,252,251,0.0006944444444444445
252,422,170,1,612,252,251,0.0006944444444444445
252,423,171,1,612,252,251,0.0006944444444444445
252,424,172,1,612,252,251,0.0006944444444444445
252,425,173,1,612,252,251,0.0006944444444444445
252,426,174,1,612,252,251,0.0006944444444444445
252,427,175,1,612,252,251,0.0006944444444444445
252,428,176,1,612,252,251,0.0006944444444444445
252,429,177,1,612,252,251,0.0006944444444444445
252,430,178,1,612,252,251,0.0006944444444444445
252,431,179,1,612,252,251,0.0006944444444444445
342,342,0,1,612,342,341,0.0006944444444444445
342,343,1,1,612,342,341,0.0006944444444444445
342,344,2,1,612,342,341,0.0006944444444444445
342,345,3,1,612,342,341,0.0006944444444444445
342,346,4,1,612,342,341,0.0006944444444444445
342,347,5,1,612,342,341,0.0006944444444444445
342,348,6,1,612,342,341,0.0006944444444444445
342,349,7,1,612,342,341,0.0006944444444444445
342,350,8,1,612,342,341,0.0006944444444444445
342,351,9,1,612,342,341,0.0006944444444444445
342,352,10,1,612,342,341,0.0006944444444444445
342,353,11,1,612,342,341,0.0006944444444444445
342,354,12,1,612,342,341,0.0006944444444444445
342,355,13,1,612,342,341,0.0006944444444444445
342,356,14,1,612,342,341,0.0006944444444444445
342,357,15,1,612,342,341,0.0006944444444444445
342,358,16,1,612,342,341,0.0006944444444444445
342,359,17,1,612,342,341,0.0006944444444444445
342,360,18,1,612,342,341,0.0006944444444444445
342,361,19,1,612,342,341,0.0006944444444444445
342,362,20,1,612,342,341,0.0006944444444444445
342,363,21,1,612,342,341,0.0006944444444444445
342,364,22,1,612,342,341,0.0006944444444444445
342,365,23,1,612,342,341,0.0006944444444444445
342,366,24,1,612,342,341,0.0006944444444444445
342,367,25,1,612,342,341,0.0006944444444444445
342,368,26,1,612,342,341,0.0006944444444444445
342,369,27,1,612,342,341,0.0006944444444444445
342,370,28,1,612,342,341,0.0006944444444444445
342,371,29,1,612,342,341,0.0006944444444444445
342,372,30,1,612,342,341,0.0006944444444444445
342,373,31,1,612,342,341,0.0006944444444444445
342,374,32,1,612,342,341,0.0006944444444444445
342,375,33,1,612,342,341,0.0006944444444444445
342,376,34,1,612,342,341,0.0006944444444444445
342,377,35,1,612,342,341,0.0006944444444444445
342,378,36,1,612,342,341,0.0006944444444444445
342,379,37,1,612,342,341,0.0006944444444444445
342,380,38,1,612,342,341,0.0006944444444444445
342,381,39,1,612,342,341,0.0006944444444444445
342,382,40,1,612,342,341,0.0006944444444444445
342,383,41,1,612,342,341,0.0006944444444444445
342,384,42,1,612,342,341,0.0006944444444444445
342,385,43,1,612,342,341,0.0006944444444444445
342,386,44,1,612,342,341,0.0006944444444444445
342,387,45,1,612,342,341,0.0006944444444444445
342,388,46,1,612,342,341,0.0006944444444444445
342,389,47,1,612,342,341,0.0006944444444444445
342,390,48,1,612,342,341,0.0006944444444444445
342,391,49,1,612,342,341,0.0006944444444444445
342,392,50,1,612,342,341,0.0006944444444444445
342,393,51,1,612,342,341,0.0006944444444444445
342,394,52,1,612,342,341,0.0006944444444444445
342,395,53,1,612,342,341,0.0006944444444444445
342,396,54,1,612,342,341,0.0006944444444444445
342,397,55,1,612,342,341,0.0006944444444444445
342,398,56,1,612,342,341,0.0006944444444444445
342,399,57,1,612,342,341,0.0006944444444444445
342,400,58,1,612,342,341,0.0006944444444444445
342,401,59,1,612,342,341,0.0006944444444444445
342,402,60,1,612,342,341,0.0006944444444444445
342,403,61,1,612,342,341,0.0006944444444444445
342,404,62,1,612,342,341,0.0006944444444444445
342,405,63,1,612,342,341,0.0006944444444444445
342,406,64,1,612,342,341,0.0006944444444444445
342,407,65,1,612,342,341,0.0006944444444444445
342,408,66,1,612,342,341,0.0006944444444444445
342,409,67,1,612,342,341,0.0006944444444444445
342,410,68,1,612,342,341,0.0006944444444444445
342,411,69,1,612,342,341,0.0006944444444444445
342,412,70,1,612,342,341,0.0006944444444444445
342,413,71,1,612,342,341,0.0006944444444444445
342,414,72,1,612,342,341,0.0006944444444444445
342,415,73,1,612,342,341,0.0006944444444444445
342,416,74,1,612,342,341,0.0006944444444444445
342,417,75,1,612,342,341,0.0006944444444444445
342,418,76,1,612,342,341,0.0006944444444444445
342,419,77,1,612,342,341,0.0006944444444444445
342,420,78,1,612,342,341,0.0006944444444444445
342,421,79,1,612,342,341,0.0006944444444444445
342,422,80,1,612,342,341,0.0006944444444444445
342,423,81,1,612,342,341,0.0006944444444444445
342,424,82,1,612,342,341,0.0006944444444444445
342,425,83,1,612,342,341,0.0006944444444444445
342,426,84,1,612,342,341,0.0006944444444444445
342,427,85,1,612,342,341,0.0006944444444444445
342,428,86,1,612,342,341,0.0006944444444444445
342,429,87,1,612,342,341,0.0006944444444444445
342,430,88,1,612,342,341,0.0006944444444444445
342,431,89,1,612,342,341,0.0006944444444444445
342,432,90,1,612,342,341,0.0006944444444444445
342,433,91,1,612,342,341,0.0006944444444444445
342,434,92,1,612,342,341,0.0006944444444444445
342,435,93,1,612,342,341,0.0006944444444444445
342,436,94,1,612,342,341,0.0006944444444444445
342,437,95,1,612,342,341,0.0006944444444444445
342,438,96,1,612,342,341,0.0006944444444444445
342,439,97,1,612,342,341,0.0006944444444444445
342,440,98,1,612,342,341,0.0006944444444444445
342,441,99,1,612,342,341,0.0006944444444444445
342,442,100,1,612,342,341,0.0006944444444444445
342,443,101,1,612,342,341,0.0006944444444444445
342,444,102,1,612,342,341,0.0006944444444444445
342,445,103,1,612,342,341,0.0006944444444444445
342,446,104,1,612,342,341,0.0006944444444444445
342,447,105,1,612,342,341,0.0006944444444444445
342,448,106,1,612,342,341,0.0006944444444444445
342,449,107,1,612,342,341,0.0006944444444444445
342,450,108,1,612,342,341,0.0006944444444444445
342,451,109,1,612,342,341,0.0006944444444444445
342,452,110,1,612,342,341,0.0006944444444444445
342,453,111,1,612,342,341,0.0006944444444444445
342,454,112,1,612,342,341,0.0006944444444444445
342,455,113,1,612,342,341,0.0006944444444444445
342,456,114,1,612,342,341,0.0006944444444444445
342,457,115,1,612,342,341,0.0006944444444444445
342,458,116,1,612,342,341,0.0006944444444444445
342,459,117,1,612,342,341,0.0006944444444444445
342,460,118,1,612,342,341,0.0006944444444444445
342,461,119,1,612,342,341,0.0006944444444444445
342,462,120,1,612,342,341,0.0006944444444444445
342,463,121,1,612,342,341,0.0006944444444444445
342,464,122,1,612,342,341,0.0006944444444444445
342,465,123,1,612,342,341,0.0006944444444444445
342,466,124,1,612,342,341,0.0006944444444444445
